bin_id,R_inner_pc,R_outer_pc,R_mid_pc,N_vlos
0,0.0,16.229995233179263,8.114997616589632,16
1,16.229995233179263,25.70728158707909,20.96863841012918,16
2,25.70728158707909,47.93259061438236,36.81993610073073,16
3,47.93259061438236,93.66964221948996,70.80111641693617,16
