kin_bin,rin_pc,rout_pc,rmid_pc,tracer_weight,tracer_fraction
1,0.0,16.229995233179263,8.114997616589632,23.03128238381108,0.3531561781725705
2,16.229995233179263,25.70728158707909,20.968638410129177,12.166717530198925,0.18656153801016734
3,25.70728158707909,47.93259061438236,36.81993610073073,15.388464092941588,0.23596302960659582
4,47.93259061438236,93.66964221948996,70.80111641693617,14.629108613037513,0.22431925421066642
