bin_id,galaxy,source,preferred_profile,radius_type,digitized_center_deg,digitized_center_offset_deg,count_digitized,count,count_err,rin_deg,rout_deg,rmid_deg,rin_arcmin,rout_arcmin,rm_arcmin,rin_pc,rout_pc,rm_pc,Sigma,Sigma_err,Sigma_pc2,Sigma_err_pc2,background,background_err,ellipticity,q_axis_ratio,area_arcmin2,area_pc2,Sigma_units,R_units,area_model,pc_per_arcmin_assumed,annulus_width_deg,note
30,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.7747213000312297,0.012221300031229676,2.5989085434357477,3,1.7320508075688772,0.75,0.775,0.7625000000000001,45.0,46.5,45.75000000000001,301.0692959690219,311.10493916798924,306.0871175685056,0.006957593140629305,0.004016968272654222,0.0001554358249419314,8.974091537193563e-05,0.0,0.0,0.0,1.0,431.1835917051991,19300.5698726195,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
31,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.7955964573981691,0.008096457398168999,2.343014194267241,2,1.4142135623730951,0.775,0.8,0.7875000000000001,46.5,48.0,47.25000000000001,311.10493916798924,321.14058236695666,316.12276076747304,0.004491144778607276,0.0031757189282437606,0.0001003342362059028,7.094701880636668e-05,0.0,0.0,0.0,1.0,445.32075864635317,19933.375442213583,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
32,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.8213904583453353,0.008890458345335306,2.2578638444406787,2,1.4142135623730951,0.8,0.8250000000000001,0.8125,48.0,49.50000000000001,48.75,321.14058236695666,331.1762255659241,326.15840396644035,0.004352955708496256,0.0030780044996823954,9.724702893802827e-05,6.876403361232422e-05,0.0,0.0,0.0,1.0,459.4579255875101,20566.181011807792,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
33,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.8480207255662825,0.010520725566282474,2.5230697717335873,3,1.7320508075688772,0.8250000000000001,0.8500000000000001,0.8375,49.50000000000001,51.00000000000001,50.25,331.1762255659241,341.2118687648915,336.19404716540777,0.006334525098184889,0.0036572397706254862,0.00014151619882772856,8.170441548788169e-05,0.0,0.0,0.0,1.0,473.5950925286613,21198.98658140175,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
34,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.8708709635756273,0.008370963575627277,2.0812678436848273,2,1.4142135623730951,0.8500000000000001,0.875,0.8625,51.00000000000001,52.5,51.75,341.2118687648915,351.24751196385887,346.22969036437513,0.004100610450032754,0.0028995694562225813,9.16095200140857e-05,6.477771282320475e-05,0.0,0.0,0.0,1.0,487.7322594698125,21831.7921509957,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
35,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.8991054362790251,0.011605436279024994,2.035549519281534,2,1.4142135623730951,0.875,0.9,0.8875000000000001,52.5,54.0,53.25000000000001,351.24751196385887,361.28315516282623,356.2653335633426,0.0039851002965106816,0.0028178914433712246,8.902897015453348e-05,6.295298851832539e-05,0.0,0.0,0.0,1.0,501.8694264109694,22464.59772058991,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
36,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.9184351549071657,0.005935154907165563,2.5797377727935524,3,1.7320508075688772,0.9,0.925,0.9125000000000001,54.0,55.5,54.75000000000001,361.28315516282623,371.31879836179365,366.30097676231,0.005813879199703939,0.003356644720985035,0.00012988473043092896,7.498898407791881e-05,0.0,0.0,0.0,1.0,516.0065933521236,23097.403290183996,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
37,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.9482117043566936,0.010711704356693552,2.7779850456989377,3,1.7320508075688772,0.925,0.9500000000000001,0.9375,55.5,57.00000000000001,56.25,371.31879836179365,381.3544415607611,376.33661996127734,0.005658842421045137,0.003267134195092083,0.00012642113761943686,7.298927783584059e-05,0.0,0.0,0.0,1.0,530.1437602932805,23730.208859778206,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
38,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.9737616260444301,0.01126162604443004,2.224676570652654,2,1.4142135623730951,0.9500000000000001,0.9750000000000001,0.9625,57.00000000000001,58.50000000000001,57.75,381.3544415607611,391.3900847597285,386.37226316024476,0.0036745730006786806,0.0025983154867448956,8.209164780482958e-05,5.8047560841572756e-05,0.0,0.0,0.0,1.0,544.2809272344316,24363.014429372157,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
39,Segue1,Niederste-Ostholt_et_al_2009_Fig7_digitized,CMD_mask_number_counts,projected_circular_radius,0.9789536381258247,-0.008546361874175346,3.293706428671648,3,1.7320508075688772,0.9750000000000001,1.0,0.9875,58.50000000000001,60.0,59.25,391.3900847597285,401.4257279586958,396.4079063592121,0.0053723187541568325,0.003101709678884922,0.00012002006736022613,6.929361819858357e-05,0.0,0.0,0.0,1.0,558.4180941755828,24995.81999896611,stars_per_arcmin2,pc,circular_annulus_pi_delta_r2,6.690428799311597,0.025,Digitized Niederste-Ostholt et al. 2009 Fig. 7 stellar number-count profile. Digitized x coordinates are treated as noisy measurements of the centers of fixed 0.025 deg annuli. Exact contiguous annulus edges are reconstructed from that published bin spacing. Digitized counts are rounded to integer tracer counts and assigned Poisson sqrt(N) uncertainties. No additional background subtraction is applied at this source-construction stage.
