bin_id,R_inner_pc,R_outer_pc,R_mid_pc,N_vlos
0,0.0,15.592586160839428,7.796293080419714,16
1,15.592586160839428,24.17345478139871,19.883020471119067,15
2,24.17345478139871,44.58072125170361,34.377088016551156,15
3,44.58072125170361,93.64954596861801,69.11513361016081,15
