smoothing_target,join_radius_pc,chi2_linear,chi2_log,rms_residual_sigma,max_abs_residual_sigma,median_dlnnu_dlnr_40_100,min_dlnnu_dlnr_40_100,max_dlnnu_dlnr_40_100,positive_slope_points_40_100,total_points_40_100,max_forward_rise_fraction_40_100,rise_start_pc,rise_end_pc,closure_median_abs_relative,closure_max_abs_relative,max_abs_nu_change_vs_s18_r_le_200,max_abs_nu_change_vs_s18_r_le_300
9.0,413.24174892196606,13.782898184984322,10.435528774151827,0.8750523217685114,1.716927587253753,-0.16254457632334152,-0.5381281377096911,-0.027967135945800692,0,55,0.0,,,1.9070501483555326e-08,4.939569597358837e-07,0.09921441440644545,0.09921441440644545
18.0,417.91180539583695,15.885532631642457,11.796553155047222,0.9394304607829167,1.7859307656778756,-0.03664168562448822,-0.510108201573928,0.1351377635480162,24,55,0.03786056544400829,45.86982870081732,69.74452558670897,1.5353853481149945e-07,3.6432608258578745e-06,0.0,0.0
36.0,417.91180539583695,15.885532631642457,11.796553155047222,0.9394304607829167,1.7859307656778756,-0.03664168562448822,-0.510108201573928,0.1351377635480162,24,55,0.03786056544400829,45.86982870081732,69.74452558670897,1.5353853481149945e-07,3.6432608258578745e-06,0.0,0.0
