transition_start_pc,spline_slope_at_start,outer_slope,chi2,max_abs_residual_sigma,minimum_dlnnu_dlnr,closure_median_abs_relative,closure_max_abs_relative,max_abs_nu_change_vs_early_r_le_200,max_abs_nu_change_vs_early_r_le_300,max_abs_nu_change_vs_early_r_le_500
444.21,-3.8495352837354013,-3.6653911389738005,12.32961921144957,1.716927587253753,-4.869598242124653,3.21594239793143e-08,1.327799813327667e-05,0.00032312076704698125,0.0012815225421915842,0.021029348691512063
556.478,-4.38802595802166,-3.6653911389738005,10.49357527456158,1.716927587253753,-5.492716980469481,4.369752022933407e-09,7.75391365751933e-06,0.0007651138301899165,0.002894697784049396,0.04239757943216559
688.194,-4.848518935363388,-3.6653911389738005,9.837297411835042,1.716927587253753,-6.112645423567017,2.0562649823917975e-08,1.2620952680183735e-05,0.0008810100018583923,0.003280324422285108,0.04588361544576702
