v0,r_c,MBH,ML,chi2,reward,status,proposal_id,chi2_losvd,delta_chi2_iteration,max_light_relative_residual,max_light_sigma_residual,light_constraint_ok,solver_converged,solver_iterations,solver_failure_reason,julia_status_code,chi2_inner,chi2_outer,N_inner,N_outer,N_nonzero_weights,effective_N_orbits,max_weight_fraction,halo_type,alphat,light_rel_tol,light_sigma_tol,delta_chi2_iter_tol,halo_q_axis_ratio,karl_halo_params_active,coverage_status,coverage_strict,coverage_issue_region,coverage_issue_axis,coverage_issue_shell_bands,coverage_reasons,coverage_fraction,coverage_attempted_fraction,coverage_success_fraction,coverage_shell_min,coverage_lfrac_min,coverage_theta_min,coverage_shell_gap,coverage_lfrac_gap,coverage_theta_gap,coverage_joint_holes,coverage_deadline_hit,successful_base_orbits,planned_base_orbits,phase_volume_valid,phase_volume_convention,phase_volume_normalization,phase_volume_launches_recorded,phase_volume_sos_recorded,phase_volume_valid_base_orbits,phase_volume_invalid_recorded_orbits,phase_volume_nested_groups,phase_volume_duplicate_area_clusters,phase_volume_duplicate_area_orbits,raw_phase_volume_min,raw_phase_volume_max,raw_phase_volume_dynamic_range,normalized_phase_volume_min,normalized_phase_volume_max,wphase_min,wphase_max,wphase_dynamic_range,wphase_pair_max_relative_mismatch
9.23,14.24,450400.0,0.415,,,todo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.320825619743976,27.64513174995341,264932.6776731905,1.433594982833482,21.400452746048163,-21.400452746048163,pass_full,1.0,21.400452746048163,0.1499695676397792,0.96467699186604,1.998197823876605,1.0,1.0,77.0,none,0.0,12.106534368510559,9.293918377537603,32.0,32.0,7608.0,101.39322288487601,0.05991265709606197,nonsingular_isothermal,1.0,0.01,2.0,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.9987129987129987,1.0,0.9987129987129987,0.9903474903474904,0.9947089947089947,0.9952380952380953,0.009652509652509633,0.005291005291005346,0.004761904761904745,0.0,0.0,3880.0,3885.0,1.0,inverse_phase_volume,geometric_mean,3880.0,3880.0,3880.0,0.0,420.0,0.0,0.0,6.968700894035796e+41,1.8530929528264548e+52,26591655762.01492,3.243789273894589e-08,862.5772773592084,0.0011593164186535414,30828143.1240868,26591655762.014797,0.0
18.817340221802777,242.97601456714318,188929.76596452238,3.288536761231384,18.760295046335756,-18.760295046335756,pass_full,2.0,18.760295046335756,0.06842963422572979,0.8631932373687203,1.9956775214899773,1.0,1.0,108.0,none,0.0,12.691765640894912,6.068529405440833,32.0,32.0,7246.0,101.42584535195361,0.03903978997773256,nonsingular_isothermal,1.0,0.01,2.0,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.9963963963963964,1.0,0.9963963963963964,0.972972972972973,0.9851851851851852,0.9857142857142858,0.027027027027026973,0.014814814814814836,0.014285714285714235,0.0,0.0,3871.0,3885.0,1.0,inverse_phase_volume,geometric_mean,3871.0,3871.0,3871.0,0.0,420.0,0.0,0.0,3.6528939475253257e+42,1.8827535562191167e+52,5154142395.769795,1.4244927285199846e-06,7342.038364530632,0.00013620195786922027,702004.2854405983,5154142395.769785,0.0
18.090679229426684,104.90274594299399,1151.3164204638883,0.21705875459895463,19.31495141999556,-19.31495141999556,pass_full,3.0,19.31495141999556,0.05839241680299878,0.7957530917182376,1.9974100438568192,1.0,1.0,158.0,none,0.0,13.174003390897242,6.140948029098322,32.0,32.0,6333.0,86.34065325267119,0.0627239409808215,nonsingular_isothermal,1.0,0.01,2.0,0.3,1.0,0.0,strict_pass,1.0,none,none,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3885.0,3885.0,1.0,inverse_phase_volume,geometric_mean,3885.0,3885.0,3885.0,0.0,420.0,0.0,0.0,2.3310144491781887e+39,4.2601109672077833e+52,18275781039065.234,1.7097298427140809e-09,31246.648241397805,3.200343256897321e-05,584887726.12904,18275781039065.13,0.0
5.77024038703296,1.0791361400607162,3261.941893901644,4.00528833790022,60.18486452096882,-60.18486452096882,pass_full,4.0,60.18486452096882,0.06878318322701915,0.9648033871832896,1.9990845165981876,1.0,1.0,116.0,none,0.0,12.86357442228653,47.32129009868229,32.0,32.0,6330.0,73.16718590400052,0.047014314185423324,nonsingular_isothermal,1.0,0.01,2.0,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.9976833976833976,1.0,0.9976833976833976,0.9826254826254827,0.9925925925925926,0.9952380952380953,0.01737451737451734,0.007407407407407418,0.004761904761904745,0.0,0.0,3876.0,3885.0,1.0,inverse_phase_volume,geometric_mean,3876.0,3876.0,3876.0,0.0,420.0,0.0,0.0,7.436459755539882e+43,6.215755862276563e+50,8358487.864667134,6.094384264239695e-05,509.3983691526549,0.0019631001207628977,16408.548536523158,8358487.864667079,0.0
15.304300641327911,267.62842029855915,23091.366086091013,4.905241297652682,22.596540022768227,-22.596540022768227,pass_full,5.0,22.596540022768227,0.016737822418559034,0.8649756826769057,1.998228462415031,1.0,1.0,351.0,none,0.0,13.958573968490844,8.637966054277374,32.0,32.0,2283.0,43.623887759496036,0.06110254414415159,nonsingular_isothermal,1.0,0.01,2.0,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.9992277992277993,1.0,0.9992277992277993,0.9942084942084942,0.9968253968253968,0.9952380952380953,0.00579150579150578,0.0031746031746031633,0.004761904761904745,0.0,0.0,3882.0,3885.0,1.0,inverse_phase_volume,geometric_mean,3882.0,3882.0,3882.0,0.0,420.0,0.0,0.0,9.112362219885431e+39,8.963612783117808e+51,983676083854.1936,3.7684021680802776e-08,37068.87087084841,2.6976813064635778e-05,26536445.83028743,983676083854.1885,0.0
13.320825619743976,27.64513174995341,0.0,1.433594982833482,22.654856349482593,-22.654856349482593,pass_no_bh,1.0,22.654856349482593,0.03899912892255841,1.0330452303577242,1.998817576496722,1.0,1.0,123.0,none,0.0,12.178360821319803,10.47649552816279,32.0,32.0,7435.0,90.85163203881065,0.060051994129565495,nonsingular_isothermal,1.0,0.01,2.0,0.3,1.0,0.0,strict_pass,1.0,none,none,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3885.0,3885.0,1.0,inverse_phase_volume,geometric_mean,3885.0,3885.0,3885.0,0.0,420.0,0.0,0.0,1.130032590837979e+39,1.3780418728355733e+52,12194709108466.352,2.8997840261478417e-10,3536.202267625049,0.0002827892536451572,3448532687.2030168,12194709108466.41,0.0
18.817340221802777,242.97601456714318,0.0,3.288536761231384,20.247762085586242,-20.247762085586242,pass_no_bh,2.0,20.247762085586242,0.07903449875019675,0.8945944018569653,1.9959982316863265,1.0,1.0,97.0,none,0.0,13.728868376748576,6.518893708837653,32.0,32.0,5163.0,122.43794950130007,0.039954259553410386,nonsingular_isothermal,1.0,0.01,2.0,0.3,1.0,0.0,strict_pass,1.0,none,none,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3885.0,3885.0,1.0,inverse_phase_volume,geometric_mean,3885.0,3885.0,3885.0,0.0,420.0,0.0,0.0,8.512614268432596e+34,2.5963859670272494e+52,3.0500453622754304e+17,6.085959100737956e-12,1856245.1330203728,5.387219512181879e-07,164312638886.90027,3.0500453622754266e+17,0.0
18.090679229426684,104.90274594299399,0.0,0.21705875459895463,19.635000870789565,-19.635000870789565,pass_no_bh,3.0,19.635000870789565,0.07039225571744367,0.8018173215506811,1.9999362414549042,1.0,1.0,151.0,none,0.0,13.288572150370982,6.346428720418582,32.0,32.0,6113.0,92.36649764424232,0.05869529115228554,nonsingular_isothermal,1.0,0.01,2.0,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.9979407979407979,1.0,0.9979407979407979,0.9845559845559846,0.9915343915343915,0.9976190476190476,0.015444015444015413,0.00846560846560851,0.0023809523809523725,0.0,0.0,3877.0,3885.0,1.0,inverse_phase_volume,geometric_mean,3877.0,3877.0,3877.0,0.0,420.0,0.0,0.0,1.55386355970606e+34,4.2770560743402166e+52,2.7525300066559867e+18,1.2229700553870745e-13,336626.17746946466,2.97065429527004e-06,8176815087132.255,2.7525300066559785e+18,0.0
5.77024038703296,1.0791361400607162,0.0,4.00528833790022,62.450291659154246,-62.450291659154246,pass_no_bh,4.0,62.450291659154246,0.16066039950074185,1.0286816961539986,1.9944871227819638,1.0,1.0,81.0,none,0.0,12.45530467460143,49.99498698455282,32.0,32.0,6572.0,79.64443396929703,0.0400612104186248,nonsingular_isothermal,1.0,0.01,2.0,0.3,1.0,0.0,strict_pass,1.0,none,none,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3885.0,3885.0,1.0,inverse_phase_volume,geometric_mean,3885.0,3885.0,3885.0,0.0,420.0,0.0,0.0,6.096941224847184e+40,5.548796831124243e+50,9100951815.823547,5.377591718138997e-08,489.4120311195476,0.002043268118506331,18595684.693334553,9100951815.823545,0.0
