rho_s,r_s,MBH,ML,chi2,reward,status,proposal_id,refine_passes,chi2_losvd,chi2_light,chi2_total,chi2_inner,chi2_outer,N_inner,N_outer,N_nonzero_weights,effective_N_orbits,max_weight_fraction,halo_type,weight_mode,weight_solver_mode,losvd_score_mode,alphat,halo_q_axis_ratio,karl_halo_params_active
0.1,300.0,500000.0,2.0,,,todo,,,,,,,,,,,,,,,,,,,
2.664165123948795,2717.2693443630415,1019106.071052934,1.1989896445658663,118.22400184081665,-117.72400184081665,pass_full,1.0,0.0,118.22400184081665,46.50257147175344,132.1747732823427,61.15382036602576,57.0701814747909,32.0,32.0,1237.0,57.81597980913917,0.0687690011477248,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
2.664165123948795,2717.2693443630415,0.0,1.1989896445658663,126.15530114087365,-125.65530114087365,pass_halo_only,1.0,0.0,126.15530114087365,45.52272341026233,139.81211816395233,65.2274788050674,60.92782233580625,32.0,32.0,1077.0,491.3988096365652,0.01127914826201005,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
2.664165123948795,2717.2693443630415,2000000.0,1.1989896445658663,120.7193657039316,-120.2193657039316,pass_bh_up,1.0,0.0,120.7193657039316,46.45207869639214,134.65498931284924,62.972009941038,57.7473557628936,32.0,32.0,1213.0,45.31355606146395,0.08692913945410098,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
2.664165123948795,2717.2693443630415,509553.035526467,1.1989896445658663,120.41366807608713,-119.91366807608713,pass_bh_down,1.0,0.0,120.41366807608713,45.978066865634595,134.20708813577752,62.08714880501058,58.32651927107655,32.0,32.0,1318.0,75.58582530780359,0.08072325832198035,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
5.0,2717.2693443630415,1019106.071052934,1.1989896445658663,128.68020331588116,-128.18020331588116,pass_halo_up,1.0,0.0,128.68020331588116,45.54862874605307,142.34479193969707,66.1315622057107,62.54864111017048,32.0,32.0,1136.0,440.9331584425311,0.013516785943038435,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.3320825619743974,2717.2693443630415,1019106.071052934,1.1989896445658663,119.82445894882902,-119.32445894882902,pass_halo_down,1.0,0.0,119.82445894882902,46.20203290190806,133.68506881940144,62.65897881719657,57.16548013163245,32.0,32.0,1226.0,64.53162933459481,0.08181301302947654,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
2.664165123948795,2717.2693443630415,1019106.071052934,1.6,116.7458565289712,-116.2458565289712,pass_ml_up,1.0,0.0,116.7458565289712,46.10693506733131,130.5779370491706,61.26149514826704,55.484361380704144,32.0,32.0,1458.0,106.97517375645747,0.050313233223038926,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
2.664165123948795,2717.2693443630415,1019106.071052934,0.5994948222829332,119.50824630829662,-119.00824630829662,pass_ml_down,1.0,0.0,119.50824630829662,45.864528196335925,133.26760476719738,61.106416630974685,58.401829677321906,32.0,32.0,859.0,107.62349216106972,0.0767564621317588,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.2849947737848773,3788.1986834733443,1767758.3673790873,0.4168587155466138,122.28194725839408,-121.78194725839408,pass_full,2.0,0.0,122.28194725839408,45.74605643037398,136.0057641875063,63.990777765027445,58.291169493366674,32.0,32.0,1189.0,270.1899438266801,0.021053164966739552,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.2849947737848773,3788.1986834733443,0.0,0.4168587155466138,124.28941414083688,-123.78941414083688,pass_halo_only,2.0,0.0,124.28941414083688,45.522715617213294,137.94622882600086,64.09557654374153,60.19383759709538,32.0,32.0,1055.0,460.3545444775533,0.017315788492303003,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.2849947737848773,3788.1986834733443,2000000.0,0.4168587155466138,122.52333091016398,-122.02333091016398,pass_bh_up,2.0,0.0,122.52333091016398,45.69739985302677,136.23255086607202,64.60288771246341,57.92044319770055,32.0,32.0,1158.0,229.78869874863747,0.02847074306287963,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.2849947737848773,3788.1986834733443,883879.1836895436,0.4168587155466138,119.96470847230216,-119.46470847230216,pass_bh_down,2.0,0.0,119.96470847230216,46.03174878428274,133.77423310758698,62.439724693012835,57.524983779289336,32.0,32.0,1509.0,131.15043435460518,0.0421499808944215,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
2.5699895475697545,3788.1986834733443,1767758.3673790873,0.4168587155466138,123.8920296795324,-123.3920296795324,pass_halo_up,2.0,0.0,123.8920296795324,46.500308897247734,137.8421223487067,62.700509959950686,61.191519719581734,32.0,32.0,1004.0,30.947452572764032,0.1341478652637217,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
0.6424973868924386,3788.1986834733443,1767758.3673790873,0.4168587155466138,114.84756634977663,-114.34756634977663,pass_halo_down,2.0,0.0,114.84756634977663,45.76432937489077,128.57686516224385,60.583470492383924,54.26409585739273,32.0,32.0,1527.0,171.32699479221142,0.051191928599661776,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.2849947737848773,3788.1986834733443,1767758.3673790873,0.8337174310932276,124.73678068562856,-124.23678068562856,pass_ml_up,2.0,0.0,124.73678068562856,45.74419047641695,138.46003782855365,65.20620682011632,59.53057386551227,32.0,32.0,1178.0,205.31669263296257,0.028044668117047176,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.2849947737848773,3788.1986834733443,1767758.3673790873,0.2084293577733069,122.63211571322427,-122.13211571322427,pass_ml_down,2.0,0.0,122.63211571322427,46.0232375825765,136.43908698799723,64.57524268517056,58.05687302805374,32.0,32.0,1336.0,57.066572737553074,0.08999511080183753,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
