v0,r_c,MBH,ML,chi2,reward,status,proposal_id,chi2_losvd,delta_chi2_iteration,max_light_relative_residual,light_constraint_ok,solver_converged,solver_iterations,solver_failure_reason,julia_status_code,chi2_inner,chi2_outer,N_inner,N_outer,N_nonzero_weights,effective_N_orbits,max_weight_fraction,halo_type,alphat,light_rel_tol,delta_chi2_iter_tol,halo_q_axis_ratio,karl_halo_params_active,coverage_status,coverage_strict,coverage_issue_region,coverage_issue_axis,coverage_issue_shell_bands,coverage_reasons,coverage_fraction,coverage_attempted_fraction,coverage_success_fraction,coverage_shell_min,coverage_lfrac_min,coverage_theta_min,coverage_shell_gap,coverage_lfrac_gap,coverage_theta_gap,coverage_joint_holes,coverage_deadline_hit,successful_base_orbits,planned_base_orbits
21.0,1000.0,450000.0,0.3,,,todo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.649155867641564,53460.24642895262,1019106.071052934,14.32856783028868,11.143241012287985,-11.143241012287985,pass_full,1.0,11.143241012287985,0.03897754693983302,1.0470736333533195e-09,1.0,1.0,4.0,none,0.0,2.124492998940299,9.018748013347677,32.0,32.0,8534.0,157.0827814707013,0.044557326349318464,nonsingular_isothermal,1.0,0.01,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.8534,0.8534,1.0,0.8297872340425532,0.849,0.8522522522522522,0.04521276595744683,0.01200000000000001,0.0020642945103377386,0.0,0.0,4267.0,5000.0
18.649155867641564,53460.24642895262,0.0,14.32856783028868,759.6189334822348,-759.6189334822348,pass_halo_only,1.0,759.6189334822348,0.269984850249557,4.940979363544644e-07,1.0,1.0,5.0,none,0.0,404.2282386530796,355.3906948291886,32.0,32.0,9904.0,5.175492755975379,0.2972759388143267,nonsingular_isothermal,1.0,0.01,0.3,1.0,0.0,coverage_warn,0.0,inner,joint,1,3 planned shell-band/Lfrac/theta cells have no successful orbit,0.9904,1.0,0.9904,0.9285714285714286,0.952,0.9711711711711711,0.0714285714285714,0.04800000000000004,0.028828828828828867,3.0,0.0,4952.0,5000.0
18.649155867641564,53460.24642895262,2000000.0,14.32856783028868,5.0572478005194945,-5.0572478005194945,pass_bh_up,1.0,5.0572478005194945,0.10395972475686666,1.2215180475911826e-09,1.0,1.0,3.0,none,0.0,1.7365462031039363,3.320701597415558,32.0,32.0,8568.0,483.642926225137,0.025313183922847114,nonsingular_isothermal,1.0,0.01,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.8568,0.8568,1.0,0.8297872340425532,0.849,0.8561151079136691,0.04521276595744683,0.01200000000000001,0.0015425497439885971,0.0,0.0,4284.0,5000.0
18.649155867641564,53460.24642895262,509553.035526467,14.32856783028868,21.735970891889156,-21.735970891889156,pass_bh_down,1.0,21.735970891889156,0.10149459594565258,2.2018069797955305e-09,1.0,1.0,4.0,none,0.0,4.5975169784872065,17.138453913401946,32.0,32.0,8566.0,95.08499946195315,0.05282930568956354,nonsingular_isothermal,1.0,0.01,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.8566,0.8566,1.0,0.8297872340425532,0.849,0.8558558558558559,0.04521276595744683,0.01200000000000001,0.0018018018018017834,0.0,0.0,4283.0,5000.0
35.0,53460.24642895262,1019106.071052934,14.32856783028868,10.996216764102517,-10.996216764102517,pass_halo_up,1.0,10.996216764102517,0.019223301399769355,1.1269138804984248e-09,1.0,1.0,4.0,none,0.0,2.0905333987751415,8.90568336532737,32.0,32.0,8570.0,176.72545794970392,0.04490659885175833,nonsingular_isothermal,1.0,0.01,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.857,0.857,1.0,0.8297872340425532,0.85,0.8561151079136691,0.04521276595744683,0.01100000000000001,0.0017985611510791255,0.0,0.0,4285.0,5000.0
9.324577933820782,53460.24642895262,1019106.071052934,14.32856783028868,11.459931021692952,-11.459931021692952,pass_halo_down,1.0,11.459931021692952,0.02761140168419729,1.155161103346237e-09,1.0,1.0,4.0,none,0.0,2.4316047107152463,9.028326310977704,32.0,32.0,8568.0,186.3063224510385,0.04413539774078271,nonsingular_isothermal,1.0,0.01,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.8568,0.8568,1.0,0.8297872340425532,0.849,0.8561151079136691,0.04521276595744683,0.01200000000000001,0.0015425497439885971,0.0,0.0,4284.0,5000.0
18.649155867641564,53460.24642895262,1019106.071052934,20.0,12.049092847053023,-12.049092847053023,pass_ml_up,1.0,12.049092847053023,0.28903664613213564,1.0775586534172307e-09,1.0,1.0,3.0,none,0.0,2.67894892360973,9.37014392344329,32.0,32.0,8572.0,309.73940164269226,0.03593763353842848,nonsingular_isothermal,1.0,0.01,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.8572,0.8572,1.0,0.8297872340425532,0.851,0.8561151079136691,0.04521276595744683,0.010000000000000009,0.0017985611510791255,0.0,0.0,4286.0,5000.0
18.649155867641564,53460.24642895262,1019106.071052934,7.16428391514434,9.700128691181416,-9.700128691181416,pass_ml_down,1.0,9.700128691181416,0.14754393601796423,8.848593721170006e-10,1.0,1.0,3.0,none,0.0,1.940294136155372,7.7598345550260355,32.0,32.0,8564.0,311.06637532608465,0.02878617033321581,nonsingular_isothermal,1.0,0.01,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.8564,0.8564,1.0,0.8297872340425532,0.849,0.8558558558558559,0.04521276595744683,0.01200000000000001,0.0018018018018017834,0.0,0.0,4282.0,5000.0
8.99496341649414,75294.0915263239,1767758.3673790873,3.267001834159252,5.864627520466368,-5.864627520466368,pass_full,2.0,5.864627520466368,0.16243030951106885,1.1234920320456877e-09,1.0,1.0,3.0,none,0.0,1.746263559852374,4.118363960613991,32.0,32.0,8570.0,421.45319215570873,0.021692816645897995,nonsingular_isothermal,1.0,0.01,0.3,1.0,0.0,strict_pass,1.0,none,none,,,0.857,0.857,1.0,0.8297872340425532,0.85,0.8561151079136691,0.04521276595744683,0.01100000000000001,0.0017985611510791255,0.0,0.0,4285.0,5000.0
