rin_deg,rout_deg,rmid_deg,rin_arcmin,rout_arcmin,rmid_arcmin,rin_pc,rout_pc,rmid_pc,count_digitized,count,count_err,area_arcmin2,sigma_arcmin2,sigma_err_arcmin2,area_pc2,sigma_pc2,sigma_err_pc2
0.4385633469336485,0.46356334693364853,0.4510633469336485,26.31380081601891,27.81380081601891,27.06380081601891,176.05061079884194,186.08625399780934,181.06843239832563,3.1273525958153403,3,1.7320508075688772,255.07031346546725,0.011761462787421382,0.0067904837063815,11417.415927174416,0.00026275647827278905,0.0001517025234621128
0.4649823730634131,0.48998237306341313,0.4774823730634131,27.898942383804787,29.398942383804787,28.648942383804787,186.6558875949425,196.6915307939099,191.67370919442618,2.9041731642003725,3,1.7320508075688772,270.00992077823514,0.01111070286363279,0.006414767289204337,12086.140202301081,0.0002482182028162167,0.0001433088462137078
0.49299287952669224,0.5179928795266923,0.5054928795266922,29.579572771601534,31.079572771601537,30.329572771601534,197.90002554245606,207.93566874142348,202.91784714193975,3.269410502342777,3,1.7320508075688772,285.8494890173419,0.010495033628756971,0.006059310490717012,12795.14838218569,0.00023446386945983466,0.00013536777814787682
0.5199185764756611,0.5449185764756611,0.532418576475661,31.195114588539667,32.69511458853967,31.945114588539663,208.70869304099114,218.74433623995853,213.72651464047482,2.677026887172629,3,1.7320508075688772,301.07561192832094,0.009964274358808676,0.005752876483337475,13476.697621966036,0.0002226064637014797,0.00012852190174139996
0.5454068074781152,0.5704068074781152,0.5579068074781153,32.724408448686916,34.224408448686916,33.474408448686916,218.9403247255307,228.9759679244981,223.95814632501438,3.269410502342777,3,1.7320508075688772,315.4888669969766,0.009509051867838968,0.005490053655634941,14121.861403464189,0.0002124365842638903,0.00012265031911048166
0.5660917634715475,0.5910917634715476,0.5785917634715476,33.96550580829285,35.46550580829285,34.71550580829286,227.24379824298782,237.27944144195524,232.2616198424716,2.005629938713465,2,1.4142135623730951,327.1859340389598,0.006112732217155305,0.004322354402327996,14645.443617842308,0.00013656124404203313,9.656338170939264e-05
0.5970098880561779,0.622009888056178,0.609509888056178,35.82059328337068,37.32059328337068,36.570593283370684,239.65512891149075,249.69077211045814,244.6729505109745,2.050676271068682,2,1.4142135623730951,344.6697215893724,0.0058026564990316465,0.004103097759361469,15428.050075384584,0.00012963401014564992,9.166508764639475e-05
0.622955859046766,0.647955859046766,0.635455859046766,37.37735154280596,38.87735154280596,38.12735154280596,250.07050920398277,260.10615240295016,255.08833080346645,2.485984361332522,2,1.4142135623730951,359.34182252314446,0.005565731219252065,0.0039355662873948065,16084.800273439427,0.00012434099062470598,8.792235765018253e-05
0.6431526860548238,0.6681526860548238,0.6556526860548237,38.589161163289425,40.089161163289425,39.339161163289425,258.1780351881482,268.2136783871156,263.1958567876319,2.8614860951082934,3,1.7320508075688772,370.7628591269248,0.008091425357611122,0.004671586608344546,16596.026858192457,0.00018076615720340804,0.00010436538952176185
0.6675447266852218,0.6925447266852218,0.6800447266852219,40.05268360111331,41.55268360111331,40.802683601113316,267.9696278546038,278.0052710535712,272.98744945408754,2.3779668047186373,2,1.4142135623730951,384.5562331440186,0.005200799850904999,0.0036775208421689102,17213.443624779793,0.00011618825631850207,8.215750393705355e-05
0.692861853471699,0.7178618534716991,0.705361853471699,41.57171120830194,43.07171120830194,42.32171120830194,278.132573904688,288.1682171036554,283.15039550417174,2.6572798789192595,3,1.7320508075688772,398.8727310580504,0.007521196026718084,0.00434236455065363,17854.276378243896,0.00016802697216312907,9.701041760950032e-05
0.7115312772040632,0.7365312772040632,0.7240312772040631,42.69187663224379,44.19187663224379,43.44187663224379,285.6269609170217,295.66260411598904,290.64478251650536,2.618221777568182,3,1.7320508075688772,409.4300414580339,0.007327259107115364,0.004230395017915192,18326.840991001853,0.0001636943323441801,9.450896684372843e-05
0.7385166264060111,0.7635166264060111,0.7510166264060112,44.31099758436067,45.81099758436067,45.06099758436067,296.4595743646332,306.49521756360065,301.47739596411697,2.413440831122338,2,1.4142135623730951,424.68989692336424,0.00470931852744522,0.0033299910655239617,19009.90016189936,0.00010520833791691893,7.439352917841916e-05
0.7747213000312297,0.7997213000312298,0.7872213000312298,46.483278001873785,47.983278001873785,47.233278001873785,310.99306183014363,321.028705029111,316.0108834296273,2.5989085434357477,3,1.7320508075688772,445.16315752695397,0.0067391021679918655,0.003890822450786494,19926.3209265142,0.00015055463630559942,8.692275979878402e-05
0.7955964573981691,0.8205964573981691,0.808096457398169,47.735787443890146,49.235787443890146,48.485787443890146,319.3728870724196,329.40853027138695,324.39070867190327,2.343014194267241,2,1.4142135623730951,456.9677809117234,0.004376676176183979,0.0030947774032373007,20454.717560432284,9.777695507606571e-05,6.913874797805849e-05
0.8213904583453353,0.8463904583453353,0.8338904583453353,49.283427500720116,50.78342750072012,50.033427500720116,329.72726267960303,339.76290587857045,334.7450842790867,2.2578638444406787,2,1.4142135623730951,471.55394481054157,0.004241296297083357,0.0029990493726890365,21107.62105889164,9.475250642504286e-05,6.700013982756972e-05
0.8480207255662825,0.8730207255662825,0.8605207255662826,50.88124353397695,52.38124353397695,51.631243533976956,340.41733708450636,350.4529802834738,345.4351586839901,2.5230697717335873,3,1.7320508075688772,486.6130061461433,0.006165063329809597,0.003559400973036661,21781.69231557938,0.00013773034512356262,7.951865183266893e-05
0.8708709635756273,0.8958709635756273,0.8833709635756273,52.25225781453764,53.75225781453764,53.002257814537636,349.59001051143713,359.6256537104045,354.60783211092075,2.0812678436848273,2,1.4142135623730951,499.534511321471,0.00400372737953418,0.002831062780090865,22360.08263073386,8.944510774083663e-05,6.324724222750695e-05
0.8991054362790251,0.9241054362790251,0.9116054362790251,53.9463261767415,55.44632617674151,54.69632617674151,360.92405426992843,370.95969746889585,365.9418758694122,2.035549519281534,2,1.4142135623730951,515.5007294856088,0.0038797229288030214,0.0027433783920815494,23074.75989398449,8.667479138196333e-05,6.12883327441156e-05
0.9184351549071657,0.9434351549071657,0.9309351549071656,55.10610929442994,56.60610929442994,55.856109294429935,368.68350064146654,378.71914384043396,373.7013222409502,2.5797377727935524,3,1.7320508075688772,526.431427852469,0.00569874791145779,0.0032901736407239725,23564.038038247436,0.00012731264459557473,7.350398962849823e-05
0.9482117043566936,0.9732117043566936,0.9607117043566935,56.89270226140161,58.39270226140162,57.64270226140161,380.63657368034137,390.6722168793088,385.65439527982505,2.7779850456989377,3,1.7320508075688772,543.269669872452,0.0055221194304926596,0.0031881971396922,24317.74869164568,0.00012336668324196658,7.12257877787807e-05
0.9737616260444301,0.9987616260444301,0.9862616260444301,58.4256975626658,59.9256975626658,59.17569756266581,390.89296959312867,400.9286127920961,395.9107911926124,2.224676570652654,2,1.4142135623730951,557.7178102017659,0.0035860429116948206,0.0025357152604853594,24964.474001513336,8.011384497341145e-05,5.664904304762705e-05
0.9789536381258247,1.0039536381258247,0.9914536381258248,58.73721828754948,60.23721828754948,59.48721828754949,392.97717682247287,403.01282002144023,397.9949984219566,3.293706428671648,3,1.7320508075688772,560.6538238639741,0.005350895458670519,0.0030893409334689695,25095.895368013495,0.00011954146110378327,6.901729474759045e-05
