rho_s,r_s,MBH,ML,chi2,reward,status,proposal_id,refine_passes,chi2_losvd,chi2_light,chi2_total,chi2_inner,chi2_outer,N_inner,N_outer,N_nonzero_weights,effective_N_orbits,max_weight_fraction,halo_type,weight_mode,weight_solver_mode,losvd_score_mode,alphat,halo_q_axis_ratio,karl_halo_params_active
3.390934722789219,1420.035111150617,1000000.0,1.0645973390543124,1197.7124476559118,-1197.2124476559118,pass_bh_up,8.0,0.0,1197.7124476559118,295.22064500719205,1286.2786411580694,39.54895844393209,1158.1634892119796,20.0,543.0,2368.0,137.69494899802126,0.0355478746040937,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
3.390934722789219,1420.035111150617,438129.2794712532,1.0645973390543124,1226.9411664641957,-1226.4411664641957,pass_bh_down,8.0,0.0,1226.9411664641957,378.5301903237889,1340.5002235613322,38.78033810725596,1188.16082835694,20.0,543.0,2282.0,388.72947917513113,0.029929878874036,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
6.0,1420.035111150617,876258.5589425064,1.0645973390543124,1204.1643693288102,-1203.6643693288102,pass_halo_up,8.0,0.0,1204.1643693288102,299.709205770841,1294.0771310600624,39.60563310801708,1164.558736220793,20.0,543.0,2877.0,257.6527227902126,0.0249541499823503,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.6954673613946094,1420.035111150617,876258.5589425064,1.0645973390543124,1154.4121026955495,-1153.9121026955495,pass_halo_down,8.0,0.0,1154.4121026955495,248.80617033716769,1229.0539537966995,29.47455780661758,1124.9375448889327,20.0,543.0,2400.0,98.1545574771986,0.0657050191796326,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
3.390934722789219,1420.035111150617,876258.5589425064,2.0,1226.3004114355228,-1225.8004114355228,pass_ml_up,8.0,0.0,1226.3004114355228,122.77196066146745,1263.131999633963,37.21145960012658,1189.0889518353952,20.0,543.0,2287.0,24.31857820985876,0.1275265562104804,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
3.390934722789219,1420.035111150617,876258.5589425064,0.5322986695271562,1192.9306514470682,-1192.4306514470682,pass_ml_down,8.0,0.0,1192.9306514470682,135.95608408832814,1233.7174766735666,42.16227336422357,1150.768378082844,20.0,543.0,2111.0,20.530698542657856,0.1687508147584835,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.6999552152253006,8932.886732800562,827631.9705032895,1.963946846272951,1232.5948735752113,-1232.0948735752113,pass_full,9.0,0.0,1232.5948735752113,245.85397910853143,1306.3510673077708,39.29863925149966,1193.2962343237127,20.0,543.0,3021.0,174.9476935056189,0.054112134806681,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.6999552152253006,8932.886732800562,0.0,1.963946846272951,1213.8868327513264,-1213.3868327513264,pass_halo_only,9.0,0.0,1213.8868327513264,251.953656296615,1289.472929640311,36.00947022746581,1177.8773625238605,20.0,543.0,6100.0,158.1295963901857,0.0498402661402815,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.6999552152253006,8932.886732800562,1000000.0,1.963946846272951,1293.6041624760323,-1293.1041624760323,pass_bh_up,9.0,0.0,1293.6041624760323,259.25695428746195,1371.3812487622708,29.72790596729288,1263.8762565087395,20.0,543.0,3817.0,29.949702662771323,0.1110801192515575,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
1.6999552152253006,8932.886732800562,413815.9852516448,1.963946846272951,1218.664121732067,-1218.164121732067,pass_bh_down,9.0,0.0,1218.664121732067,185.74180338406316,1274.386662747286,39.981119088862,1178.6830026432044,20.0,543.0,2548.0,68.47867526880222,0.0678103255598802,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
3.399910430450601,8932.886732800562,827631.9705032895,1.963946846272951,1218.328723110453,-1217.828723110453,pass_halo_up,9.0,0.0,1218.328723110453,332.969880753676,1318.2196873365558,33.0455032725349,1185.2832198379176,20.0,543.0,4503.0,629.2292290947074,0.0222316120629082,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
