v0,r_c,MBH,ML,chi2,reward,status,proposal_id,refine_passes,chi2_losvd,chi2_light,chi2_total,chi2_inner,chi2_outer,N_inner,N_outer,N_nonzero_weights,effective_N_orbits,max_weight_fraction,halo_type,weight_mode,weight_solver_mode,losvd_score_mode,alphat,halo_q_axis_ratio,karl_halo_params_active
100.0,1800.0,900000.0,1.0,,,todo,,,,,,,,,,,,,,,,,,,
106.5666049579518,534183.1872303275,2038212.142105868,14.32856783028868,1734.3303397201792,-1733.8303397201792,pass_full,1.0,0.0,1734.3303397201792,553.2838736042037,1900.31550180144,208.6375165953436,1525.6928231248355,20.0,543.0,3505.0,4.058533489562663,0.4742494654775135,nonsingular_isothermal,entropy,expanded_cm,standard,1.0,1.0,0.0
106.5666049579518,534183.1872303275,0.0,14.32856783028868,1225.3515569707072,-1224.8515569707072,pass_halo_only,1.0,0.0,1225.3515569707072,434.88622600863874,1355.8174247732989,33.1269652052977,1192.2245917654088,20.0,543.0,4474.0,396.6767101389515,0.0306681501176774,nonsingular_isothermal,entropy,expanded_cm,standard,1.0,1.0,0.0
106.5666049579518,534183.1872303275,4000000.0,14.32856783028868,1036.7325726607955,-1036.2325726607955,pass_bh_up,1.0,0.0,1036.7325726607955,441.1027920432311,1169.063410273765,58.30355995710707,978.429012703689,20.0,543.0,2255.0,21.94978296874235,0.1008991815927223,nonsingular_isothermal,entropy,expanded_cm,standard,1.0,1.0,0.0
106.5666049579518,534183.1872303275,1019106.071052934,14.32856783028868,5109.561503440817,-5109.061503440817,pass_bh_down,1.0,0.0,5109.561503440817,275.211735295895,5192.125024029586,30.572320689327206,5078.989182751491,20.0,543.0,2375.0,8.405391229059171,0.2589598491392362,nonsingular_isothermal,entropy,expanded_cm,standard,1.0,1.0,0.0
200.0,534183.1872303275,2038212.142105868,14.32856783028868,1553.1053636919448,-1552.6053636919448,pass_halo_up,1.0,0.0,1553.1053636919448,465.60246762261374,1692.786103978729,141.76866485337356,1411.3366988385712,20.0,543.0,3340.0,9.796375279776594,0.1838460669500406,nonsingular_isothermal,entropy,expanded_cm,standard,1.0,1.0,0.0
53.28330247897591,534183.1872303275,2038212.142105868,14.32856783028868,1076.389510250695,-1075.889510250695,pass_halo_down,1.0,0.0,1076.389510250695,492.817825412399,1224.2348578744145,29.9280145655926,1046.461495685102,20.0,543.0,795.0,8.931320749296043,0.1956148102517314,nonsingular_isothermal,entropy,expanded_cm,standard,1.0,1.0,0.0
106.5666049579518,534183.1872303275,2038212.142105868,20.0,1074.625046155685,-1074.125046155685,pass_ml_up,1.0,0.0,1074.625046155685,468.6532822301032,1215.2210308247156,35.68046074602471,1038.9445854096596,20.0,543.0,2228.0,3.954704412492262,0.4470402522303678,nonsingular_isothermal,entropy,expanded_cm,standard,1.0,1.0,0.0
106.5666049579518,534183.1872303275,2038212.142105868,7.16428391514434,843.138598874752,-842.638598874752,pass_ml_down,1.0,0.0,843.138598874752,353.461488205926,949.1770453365298,29.889717423144265,813.2488814516075,20.0,543.0,2568.0,10.88950639964263,0.1683369495465757,nonsingular_isothermal,entropy,expanded_cm,standard,1.0,1.0,0.0
51.39979095139508,752718.339511224,3535516.7347581745,3.267001834159252,1024.232126573591,-1023.7321265735908,pass_full,2.0,0.0,1024.232126573591,428.8637893548058,1152.8912633800326,36.48622752412924,987.745899049462,20.0,543.0,2366.0,7.75950323943952,0.3160300531544605,nonsingular_isothermal,entropy,expanded_cm,standard,1.0,1.0,0.0
